P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,label
303.3844662640078,1077.8752167594412,-380.81198278984505,79.13543551756582,742.9446676917719,-1051.3657721799243,492.8794916267916,493.11950634851274,-124.79984564228792,190.90362651536114,-33.86642366689769,-298.76949623827034,-292.99249941184956,-116.20423488754328,-399.146824294072,4
351.228286706181,1063.3284235640597,-456.7581202332971,-379.0357356865075,777.5254229174368,-1288.9146535852988,607.4983685352561,100.23334572727678,-466.38830877231743,85.57825090447554,-586.7962075581462,-236.8081444729071,-320.73355970286605,227.70935530496737,-758.5091437068179,4
941.4486408511967,578.5697837388574,-345.2108433807413,302.06461138254775,-189.50907643107226,-549.7475916081188,-404.82977575997745,1023.4806440485547,-621.3866137541385,-716.5096518672566,-216.56392824826085,52.26496132065442,-325.7788752830775,65.35926863118954,-241.11422453329678,4
253.32179055020848,954.681296669594,-308.81506380260737,250.70977182070789,669.8850842913781,-948.9868728181657,412.4443476615191,622.6391098754132,-42.746759908349745,73.48163874890439,221.94063766632567,-208.41916066322707,-67.00008029768635,-255.20872286269838,-492.77419193978915,4
267.9196704911755,195.4774180450105,-63.80613692977223,719.5212463255835,33.455950547141626,-1067.3889567386534,-189.01088495501386,829.0034783859612,43.775033834470996,-201.74847018505898,-318.4160034702101,53.959780408948895,-223.00988452706898,-10.767375068324151,264.47335601694664,4
-99.79508549655031,459.35406571424,-102.5196170098804,325.6396843418792,536.3050342363157,-1393.3520800551748,537.5771925295433,-16.890017531822615,223.866963986319,-8.01833617769795,-433.63620189176805,-64.7115524294269,-182.41593063858159,156.27842332205861,-182.77877913216295,4
4.545464727771378,1142.2215675256416,-276.18820109924104,-443.53209881958696,655.938476214437,-1018.5105660398413,556.3494885416536,-14.6700393921769,-733.6321799575043,-27.027679335074648,-683.1552719193253,12.483080487511236,7.02103341494247,561.2637806715228,-695.3671532842229,4
919.0507432692034,223.7254421598187,1555.5695125420089,683.7064357417134,-1119.9347919747931,-22.839562435263588,-525.9093812667381,-85.44614814032721,202.5925857210698,-59.702364887490226,-323.18806870454466,175.85506818133535,329.6112405177634,420.6795755510357,100.18786058990246,5
995.4018963671706,335.8260697989241,1269.9074290683295,712.4125667688788,-780.1366484837005,-329.1727387065303,-99.29403970075654,-440.6078320272092,519.1405106252724,175.8546019570697,222.7461249870224,-70.05956303856519,16.221305539927275,37.650097712484204,211.92131206488406,5
880.909811949016,635.2536306051674,1219.634647572046,454.6032776519737,-667.3570334239773,-218.11651009688384,-54.20909226183201,-602.8801178259795,487.1449564632344,188.2778737232135,-52.737443993075665,-260.24802817768915,-70.94593330698233,285.6043645545549,337.8991369311478,5
836.0738764941748,65.04182017802901,1587.3069511394197,682.2509097983723,-1054.2056743723226,15.272895194976048,-470.8324902512191,-39.67076026171792,256.55911138306436,95.78919696438517,-384.32890917981143,65.05619489084043,359.4909356077635,501.26097860128897,3.6606724501534433,5
1353.9176937688103,1419.4239317584252,921.9224637890683,-190.8141483205958,-696.6261970575181,-50.66156111948312,-562.2139188786578,136.78773458104067,-409.4013639885215,-335.61635076705693,-325.5158288378185,-74.06485802706878,308.0969049382666,318.26448177299756,-199.5479746412022,5
1361.0047050653834,1250.487951677925,978.5985645551825,-57.35280380557162,-661.1500072182843,-102.47593999381425,-609.8846004967065,57.811186926487565,-346.6168265276599,-424.0819257428343,-267.65564821136206,-85.29522023419226,342.7463364575789,232.91983638210024,-134.16607592092913,5
993.7612669940825,46.79949097939819,1506.2503273337275,623.9014564845754,-972.5627374590324,-69.8723594487147,-401.89673688784524,76.25672508146181,293.9296865187837,9.220471790399193,-472.111443003122,35.06575377165732,159.5892890467336,458.9211606501787,30.72394323710921,5
1133.6763118058593,1319.001218107534,772.2985015234417,-244.66374588985656,-481.74570129126687,3.422311611364681,-321.22990773781464,-540.8393731364764,-408.87948867911473,-587.5121727574247,-37.25868361655511,-341.47139393494786,481.65903073100816,-265.8674091968038,98.72922324312118,5
1106.168507184852,1436.165925735749,845.9599872047556,-225.54108706680458,-343.6771079385099,-33.9347231927129,-458.9618446327104,-254.653078142977,-217.76997163105798,-534.2401997648525,110.20012047344919,-216.07599963288476,447.50497104202594,-264.2778784418285,36.38610171849,5
1492.1212970011882,1342.0057658746184,597.8667620515955,-145.9209250830032,-517.702051375952,-1.2125468692483146,-433.7088688079578,789.9852263407469,-98.6722592610609,249.26312085013623,64.77018199126091,-188.24616686594194,298.3365568097234,7.7624820659956715,260.4741397530879,5
-664.1869782345841,1764.1297481094434,1139.8613275415896,-409.889271868672,-1312.102895719103,159.11515475057863,1022.6030148008947,-491.3954618981712,-363.4693288338656,344.94937808775796,153.51104047499334,-140.97493800280373,-55.06645332328858,76.65253157067214,314.5070348026403,6
-692.8598897206649,1606.4335021596432,1272.047380065343,-445.04530475592816,-1460.3232227469398,383.72180477009306,1062.4139125730735,-483.75814025991536,-295.89463458964224,224.03499922675377,89.16078883230863,-119.74465354101737,44.70215598073632,-279.1488853790404,311.08464812412836,6
-585.0714828964916,1798.9690534341453,1042.4458683153491,-298.78539896766034,-1241.3785517226127,145.8623088157449,858.7719797426724,-334.7832573244404,-296.5780451706761,521.3646099597903,314.57403520911447,5.703930122942306,114.81076976799244,38.63543628849272,346.86727716775886,6
-162.33012029098103,2557.792761031052,834.0401908008702,-1038.6261841665867,-1698.8849448997967,632.4310306225991,782.756313683147,-149.96741234350884,-915.8304562180699,-120.79114768842719,245.66001802409065,-155.60641852237796,68.56863572828,-659.0953032074971,270.29651757685883,6
-83.55610637013213,2793.003046581588,788.118972766638,-735.0850146756338,-1331.2031147120667,371.5846939951607,433.9109210930053,132.79824811393493,-885.6377932864574,-33.044262870048584,327.69308725012786,229.16818440627495,347.8606735264379,-319.1990496159317,87.8252038782446,6
-151.20365302749386,2788.543459731738,846.9881188765612,-973.5400157415506,-1180.602667618498,411.9741777452956,709.4595281322611,-125.98521996658289,-728.5677358869935,115.07732304723193,493.31695729859933,-78.34014435928411,126.72082433800475,-463.8813913325314,261.5790469863238,6
-122.85406269212325,2794.886182987711,971.5488421975596,-923.1466415402105,-1373.611892390561,620.5639152689137,641.6765333702473,71.00009742244669,-820.9141228716833,-165.33052388143716,97.11744054167875,97.0505952754183,291.19877886115677,-428.77741841243886,-50.24525250630652,6
-123.40929236693357,2831.2528035314904,873.020116287506,-1345.7204238558572,-1108.9963703618066,492.13815989075835,748.8114174778275,-261.65557451115444,-867.3055307508382,155.82217988996206,102.21715757813374,-446.0940269124957,-75.30691880523112,-196.74122124556007,279.4255327059034,6
-23.732589518012404,2639.959938464454,1160.17423223585,-807.9871732517208,-1932.371837814415,781.8156832301564,878.7211373850204,-9.08968993307016,-968.777129694637,-32.009286503748314,-239.827807911315,-25.547046898203206,113.11678267680712,-164.46912405826524,-73.16503070068609,6
-101.72864765391395,2736.8114704960344,862.6430244690443,-1041.9215815198686,-1542.3402342892089,669.1123011201809,747.3866994601558,-131.05986011120626,-860.3840597056516,1.3012462153686686,347.31638895215264,-69.7172861769152,77.2907773180439,-646.3706714226792,331.16417153902506,6
-594.857034260871,993.527521760281,-843.9904499861136,-707.4244407117781,713.2657398289048,871.0071198989675,-234.19995551525247,-500.4040299721854,20.434968128142952,1049.634693590939,346.677963781614,372.35412045332754,104.6749886992569,333.59967241545377,139.21857156778572,7
-674.8329178259489,215.74296800932993,-824.0650151039666,-438.5747283704412,754.0762714039911,629.0811906141281,-235.37824805122816,-251.26306245250993,-72.03367300067171,1103.6773451850984,371.68091026792194,403.3473069505594,321.8279461642474,104.9527248588807,131.0958116565314,7
-440.20507244786796,1133.050517756601,-966.6722578842218,-579.5182882424169,354.8649447945383,801.8735828080713,-232.09712572262245,-278.9815378211914,120.6509755709344,1279.625731658829,412.0234559400616,508.1335486289581,190.16185430010478,187.18704945728044,300.42517015889456,7
-286.90115093827217,1180.344545601877,-318.4590961214072,-1152.892513931772,856.0136068157179,465.6337641122811,-584.2993787441172,-548.7236266488343,233.69357018252003,742.744046002555,481.8062098202744,397.74305993282144,-57.778340526556974,190.02117474106433,247.90497169417404,7
-153.87291411216754,1233.1447459541696,-600.4519451639657,-1271.194896409119,1021.6007363831578,520.2530395426566,-595.1185322769073,-334.40832345852175,36.24257414625845,891.2440077709824,345.7702360634749,264.33394043758955,34.60397386866151,304.1195607980629,488.0481929056815,7
-409.4646231828733,702.7252975510577,-900.244207838331,-139.42950159853092,454.77202385803236,931.3464128442125,-75.81034407720647,-117.31852540809057,17.28910939407074,1130.076842870045,388.3369300757181,533.9029176796846,620.0834430722575,168.91187317440676,61.446462006839326,7
-544.6261925219844,1151.2607548963704,-930.6561002821404,-385.9236886628698,363.76472687337207,1013.4989216801737,-142.54048345513405,-338.3512860485007,95.36657857834066,1017.1770541122542,468.1722251383737,506.19544192670946,312.43914004841645,255.79066306993892,148.4394062865964,7
-744.9004469462437,1009.4587728616494,-754.825180337143,-139.68068709611921,347.59641076067703,1181.8250239238264,-84.09084218466006,-370.102365544182,69.26504546349403,619.4255980742439,465.5981495887649,487.51542823934074,455.64353881684383,186.84991161284574,-216.141849903609,7
-500.3702948424404,988.2704765600383,-1005.3490222469363,-527.6161964832919,774.8432012090118,1073.9060496751488,-241.63899275941586,-127.47399629873223,-43.035429277905195,1033.5043923771025,422.0543856352046,427.8465888698144,373.9644850300438,313.1612496057226,190.27575696754639,7
156.29933241967655,975.9152662127508,-611.8777593764205,-946.0895042860236,1037.1880434444827,322.09961283553895,-435.2483181419838,74.33707526204807,148.15689712563506,912.7620029896444,309.0961468661907,127.12597842112571,259.79440958419366,177.54813423178,423.757309673698,7
21.02157440309437,382.18745571090386,-838.438854369935,1760.6005692294896,-1078.7141995302338,1083.1431756694453,46.25681326865565,674.6970469825545,349.26086460590733,506.516828053828,184.64043751184488,-657.5900979130657,-374.47312567312576,-350.07905997968203,-24.092529132991714,8
12.648692032653505,15.12031000858456,-815.6255232174547,1973.0300703453288,-977.5377243652013,1207.0680301714578,83.62325905701138,616.7312441920636,189.14122385541268,642.9250440306372,206.95523285166865,-790.74721278739,-145.5436010945522,-407.3591425517879,-181.69741757409474,8
441.9185662302048,1158.7268569270627,-1478.3404388384265,1428.4572246923894,-553.043028847518,166.68400299604227,231.2322503914779,814.833690508874,36.03415707310141,233.71246575448782,567.2961529011554,-711.1010436254475,-556.5078053058685,291.57099739202107,179.66692079074886,8
171.89489204520837,355.5765521217252,-800.0602893946975,1933.0447198006912,-927.3588475898897,467.73554438821066,490.19997875039775,417.75296967758226,174.0546968513214,531.6534189838467,-176.39768054414978,-762.7895560466688,-564.9497609312814,554.3925440140285,-150.25920306204122,8
873.0896330745816,667.9692343370906,-1426.5649128238508,1532.8614221791427,-1171.5780428542287,-34.377628035477045,393.429766957899,958.5423653908152,-89.18651719476934,76.15761547146536,287.6251803861044,-460.42066087680774,-548.0930537833108,475.98815961134864,321.01538065578205,8
744.1861278634893,851.4920684935788,-1657.6580700308073,1413.962074936117,-329.9942814098946,461.78301641239307,493.66525367990016,924.5769249714109,82.26049548768982,182.06372842683274,458.75684126620405,-732.9108669479839,-429.936190500455,23.62957112036255,146.63594229287082,8
-144.96842286019609,445.5478738980302,-682.6064683809974,2130.898793516467,-934.6044319156848,804.2579762671077,318.5460925429554,293.8438237808008,531.8061925270719,580.7308713311519,281.53767965970525,-820.1066672214982,-347.6020234961557,-188.71950048677908,-240.71521116146627,8
646.7133628768748,1082.1906804247283,-1436.7414230527272,1307.1356049759056,-1087.660655462891,-178.45617453264845,186.18728154176983,958.9643235774888,-79.39544196024117,193.17007915113115,307.8619471934706,-539.1554620618626,-647.9523050923898,573.131710161948,269.35412093275744,8
501.05053445028835,701.4379161735757,-1285.029862597665,1669.908906956476,-719.2251852831047,1032.5174788083386,167.20552230679624,1116.2076443433193,-0.9790520124621764,-203.34443072870621,351.4159650482672,-572.632111018678,-424.93056552020425,169.09932901776995,104.00737824471588,8
428.5524269735996,1225.373879258357,-1518.718389180553,1248.6915320733926,-343.9358659670621,-93.06779256791587,284.6519836219308,566.3487163584255,-39.140628969404844,240.5801825944024,129.79623033546807,-763.6967831224927,-585.9052889243014,672.7638843490435,-145.05571685724436,8
-1025.459858886264,658.9697318421868,416.5923653352175,315.7485977081439,381.59116250210536,-665.7456059720099,165.1431752560073,-948.3544498163984,-436.60649268546433,-566.4278053739768,-270.69964661831347,-478.4350502654333,58.37771722735968,59.0724024942508,683.0306604757228,9
-824.7421022595379,695.1867180652649,479.20628834479834,685.8699024726852,430.05289144170587,-939.4708644215692,241.32532267030447,-706.4239204340585,-114.39331447448028,-300.9436105725489,41.89644394307119,-374.4762943891185,-230.4873706392309,96.30801787063062,739.8926553652525,9
-843.5308054119492,551.8416255518331,372.38375786754636,257.3848005422983,474.23441333095036,-927.6650430607833,96.34737063821177,-925.1322217841807,-467.427976832163,-595.4623288697982,-304.1792407524145,-419.82680058149293,-118.29910943054433,129.62862127863764,695.9207871569315,9
-667.7528899683103,994.2466620140978,192.4265933034895,364.31229739074706,557.2306994187985,-767.3627156968187,-186.03762003211742,-134.41947359115977,-417.40335722082045,-602.1106566383338,281.7196616768178,-439.2290942248858,132.99589418527808,-481.3895634620402,480.68740508485155,9
-900.3628843698468,1200.4067733968393,354.3719534381366,-378.02233307491394,919.2503959560034,-853.4544272981595,35.171606748006866,-513.2956384945271,-577.2095926593248,-535.3683137144448,-207.09969502500743,-736.9661897882442,4.731927117962283,64.54108480051768,582.8907893553405,9
-711.7806267239043,916.6143895787077,463.7335344246308,874.8037741220069,-257.500594443069,-380.0150920380336,-689.0157630455362,154.70184313114757,-939.6886321846009,-659.2595431407082,-206.5424865147267,44.305570847785745,300.5046830927787,-39.80552493825,188.62014578602466,9
-678.277325947022,826.5985204466688,745.3957704104007,1070.9778993343878,-304.2616048781365,-404.2392442807678,-599.9078217240724,298.0209797073027,-858.9807159934942,-508.74729306468265,-421.6049658183878,38.07468850731637,155.32237887010092,87.46552320819798,11.875546032937923,9
-578.0315445598239,1245.8341068115344,368.15995827262446,758.43680337034,205.31135153944604,-612.0489196945734,-352.99262643836846,242.22039963224944,-199.79737738482328,-183.88998201207002,423.9710134914306,-24.420290971139732,114.98678776744572,-448.86580235883065,451.8578307062944,9
-984.2131344093555,1321.2982727953377,313.88956258203547,344.40281222205306,343.2557171176876,-556.0401119478206,-26.227976995469522,-625.3280752141192,-504.7961783057991,-368.05682592829334,267.1743036702035,-394.28828010260787,66.63907877148459,-224.1849096033585,621.7802868747422,9
-501.9186022390726,1146.7604962879336,308.5896093308943,-335.42888376846236,939.3152054540903,-1033.330505435457,82.51582196630548,-156.18855050917438,-557.6353379120354,-247.31370426958588,-553.4124387634554,-657.2993805851804,-188.7087867757233,162.77644818139945,365.90084489911175,9
-2028.3727394284215,774.4788297976759,33.437765901569435,1552.5621362695724,-229.4701471688579,1538.6401089419537,76.43503444055051,-891.828169898843,205.1658160976977,-330.55355814328374,-809.7572382548582,-606.7262402276742,761.4021072932513,-290.6796865192827,54.36475260567111,10
-1855.5713937778928,1086.802727667334,-488.666171188658,1324.6990700453532,281.7982590091982,1218.7707873549675,-9.235248609441332,-1084.0313161276827,495.54836004701906,-619.8873027693483,-469.3035392554682,-573.2219819559086,492.37084009024915,-188.88418075943423,328.6778684676072,10
-1735.6824654103991,1233.2993736397127,-630.4621845104269,634.33055231844,412.5278033464161,984.2241313521646,91.89771859152964,-1065.0169614511794,358.4554670627505,-793.736468353239,-780.6778556296102,-674.0067346763426,175.69639112622107,202.99123516492887,476.44865872619334,10
-1567.9405826723626,1153.2877902286284,-465.0947381806087,489.71733051584556,252.25884213604073,663.8367945133508,91.08874338878152,-860.9682277726387,258.65005586138545,-804.8024278013172,-772.0053177484402,-523.1804526554647,301.9075803354339,227.80466791460915,557.2781818927737,10
-1134.5481699462675,1772.3150043752887,-1202.8864882105727,1228.0674298428457,-148.00381277136304,525.6486998112467,-411.9966675361239,-807.8378552953245,86.0095412306425,-753.309308599224,-133.97580861532097,-123.0862036494828,214.57608835568726,159.77658201417285,407.76635995401426,10
-1616.6360319582375,2296.2948829634565,-767.0976422935466,184.59192480589704,163.72581401504272,1310.344332672242,-95.56251065432993,-994.2750932138638,48.4185534138457,-523.0914214271104,-564.8544405690295,-815.5462596222626,-180.5744808421812,22.78588272457746,376.3089612470549,10
-1807.641256947874,1906.5672564649299,-708.0482481542665,-6.945124680670659,593.3878788614744,1506.7336579520918,167.1741864003957,-679.2892208050835,30.07120377762218,-778.7150389910535,-811.9851254106702,-944.6131739087864,123.51938221234704,20.955928120723666,432.39599510671206,10
-1696.3004289283886,1700.0515010786505,-1008.8391905600614,983.8822524360432,117.95494923789752,1354.7346258053924,35.975343255267035,-994.4568385419118,15.989675968878485,-761.1730751268225,-451.8498611396199,-570.238909793467,444.84532502768553,-138.98463401765983,385.81416164731075,10
-1468.0308023694474,1057.9724829936486,-670.8095412457252,1493.8497089079938,-685.7578913871201,954.0136146991005,-117.11913561114834,-420.7618373961678,-575.7531586608654,-536.8933389673887,-856.085109670914,-76.98303191956674,565.2547606291851,320.6812452182792,-233.0795005423733,10
-111.79661457757858,1536.323437458684,-1215.5325398042198,1251.865219219376,1051.1482281235892,156.82633385044718,272.23373327397627,536.0986839262168,439.5051094023756,235.8692222920863,-188.378788618961,-633.5379645005045,1.0033290873244458,-78.01017102184498,395.9712507202468,10
-779.5113569277612,-582.152383724129,-1354.6765974504547,1411.6984922166796,253.0094321058584,-85.89792735816224,199.61737722272323,540.6977674540352,-613.2863852942228,817.5185234299223,274.2929547166021,483.9688635073881,315.2200998282565,16.795249786400465,427.5404785287803,11
-564.5027889072027,-857.3555283548028,-968.8764052743929,1687.495180976099,-711.5576418063664,197.16659012887132,-883.9362172435281,886.2217807053438,-382.98908318724136,241.14279320935336,52.44145673462234,160.29445264963266,-41.10689878242015,297.81200368290183,-174.89939398439375,11
-186.58661958110469,-820.5573868267742,-1322.3769366711283,1497.0026600921537,-46.71694230019099,-17.872528562922504,-48.573373025341674,812.4723795928097,-571.5472337819884,450.1265828318718,209.536116719605,339.4880839387252,64.855211932138,-131.22623001425313,419.91327037486946,11
684.8464702382582,-1313.5548865754597,-1147.6676277043275,844.2870588402252,98.64019126830901,701.6998011563506,705.0210974632332,114.67887796608795,-810.7582462146378,197.7890218862287,260.0384664079437,352.58728853626974,-295.5084987321501,-546.098900695914,240.79196486645137,11
576.3464731139087,-1190.139425737517,-1141.328155972828,689.9714772297225,205.83016757980738,814.1614905033794,746.8484599058368,-149.5854943359257,-1003.7698341220287,202.90903462925849,284.32146393298103,276.5443075592814,-429.46452714685034,-508.7918546365094,199.2486358647993,11
-913.9908387528285,-474.83559581477806,-1120.309314165865,1822.181530767439,-109.3113730248669,31.696284885836985,-311.1112060100706,728.1741001779441,-358.4820797536148,466.92945427830006,207.03101825101322,543.1258498106893,292.1087348442296,298.1712047573139,102.06528182030401,11
